kvk,organisatie,pc,jaar,nMedew,nFTE,noemer,nClient,pTijd,tTijd,nTijd,pPnil,tPnil,nPnil,pkPnil,kPnil,kVast,gemContr,tGemContr,nGemContr,instroom,tInstroom,nInstroom,uitstroom,tUitstroom,nUitstroom,doorstroom,tDoorstroom,nDoorstroom,nStag,nVrijw,niv1,tNiv1,niv2,tNiv2,niv3,tNiv3,niv4,tNiv4,niv5,tNiv5,niv6,tNiv6,beh,tBehandel,ovPers,tOvPers,ll,tLl,FTEpCt,tFTEpCt,pVerzuim,tVerzuim,nVerzuim,verzuimFreq,tVerzuimFreq,nVerzuimFreq
63428237,Mariënwold,8341PR,2020,25,16.3,16,17,64,16,25,NA,NA,NA,NA,NA,NA,0.65,16,25,8.16,2,25,12.24,3,25,8.16,2,25,12,0,3.68,1,47.24,8,42.94,7,6.13,1,0,0,0,0,0,0,0,0,0,0,0.96,16,4.68,1021,21824,0.16,4,25
63463121,Rosorum Zorgexploitatie B.v.,6811AA,2019,116,75.38,75,42,26.23,32,122,6.24,5,75,9.25,352286,3808605,0.65,75,116,38.6,44,114,28.07,32,114,2.63,3,114,2,3,27.06,20,9.07,7,41.58,31,6.29,5,0,0,0,0,0,0,0,0,0,0,1.77,75,3.74,617,16496,0.51,59,116
63484900,Leyhoeve Zorg B.v.,5061KA,2019,196,140.88,141,97,16.37,28,171,4.57,6,141,9.41,481145,5110443,0.72,141,196,54.72,113,207,8.72,18,207,3.39,7,207,10,26,36.84,52,8.85,12,19.79,28,5.05,7,1.6,2,0,0,0,0,9.65,14,5.62,8,1.45,141,3.91,5,128,1.01,198,196
63484900,Leyhoeve Zorg B.v.,5061KA,2020,247,170.2,170,102,30.32,84,277,6.5,11,163,6.53,556474,8522511,0.66,163,247,19.41,49,253,16.24,41,253,9.11,23,253,43,18,0,0,10.17,17,23.62,40,7.88,13,6.53,11,1.34,2,0,0,38.73,66,5.33,9,1.66,170,15.63,9574,61241,1.28,317,247
63484900,Leyhoeve Zorg B.v.,5061KA,2021,190,161,161,111,39.88,65,163,7.34,12,161,8.94,635518,7110197,0.85,161,190,31.46,70,223,27.42,61,223,17.08,38,223,48,25,0,0,12.09,19,23.96,39,7.48,12,1.65,3,0,0,0,0,46.55,75,8.26,13,1.45,161,18.1,7580,41883,1.43,272,190
63547899,Stichting Huize P.r. Derks,7961NN,2019,16,8.3,8,10,37.5,6,16,NA,NA,NA,NA,NA,NA,0.52,8,16,28.57,5,18,17.14,3,18,0,0,18,3,NA,0,0,0,0,15.66,1,79.52,7,4.82,0,0,0,0,0,0,0,0,0,0.83,8,NA,NA,NA,NA,NA,NA
63547899,Stichting Huize P.r. Derks,7961NN,2020,18,10.3,10,12,33.33,6,18,0,0,10,0,0,608761,0.57,10,18,34.29,6,18,22.86,4,18,0,0,18,2,2,0,0,5.83,1,41.75,4,48.54,5,3.88,0,0,0,0,0,0,0,0,0,0.86,10,3.32,93,2798,0.11,2,18
63547899,Stichting Huize P.r. Derks,7961NN,2021,21,12,12,10,48,12,25,0,0,12,NA,NA,NA,0.57,12,21,32.56,7,22,13.95,3,22,4.65,1,22,10,2,0,0,5.83,1,28.33,3,62.5,8,3.33,0,0,0,0,0,0,0,0,0,1.2,12,5.91,182,3079,0.14,3,21
63790289,De Eemhorst,3971HB,2019,62,28.41,28,27,3.23,2,62,8.8,3,28,9.93,143936,1448890,0.46,28,62,15.79,9,57,22.81,13,57,0,0,57,4,12,6.62,2,21.37,6,35.76,10,17.6,5,0,0,0,0,0,0,13.16,4,5.49,2,1.05,28,3.2,226,7063,0.24,15,62
63790289,De Eemhorst,3768MR,2020,49,29.45,29,27,6.38,3,47,4.92,1,29,6.86,107611,1569448,0.6,29,49,20.62,10,49,20.62,10,49,4.12,2,49,10,19,8.52,3,15.28,5,38.1,11,21.22,6,0,0,0,0,0,0,8.93,3,4.11,1,1.11,29,4.67,548,11743,0.53,26,49
63790289,De Eemhorst,3768MR,2021,49,30.48,30,26,22.45,11,49,6.4,2,30,6.71,108244,1613507,0.62,30,49,24.74,12,49,18.56,9,49,4.12,2,49,8,23,3.05,1,19.52,6,47.93,15,12.93,4,3.28,1,0,0,0,0,8.63,3,1.41,0,1.16,30,4.75,528,11125,0.65,32,49
63903539,S. En F. Wiepking T.h.o.d.n. Herbergier Tiel Vof,4001MC,2019,33,17.6,18,16,17.86,5,28,0,0,18,0,0,521724,0.53,18,33,13.79,4,29,20.69,6,29,0,0,29,4,3,0,0,16.48,3,71.59,13,0,0,0,0,0,0,0,0,0,0,11.93,2,1.07,18,4.67,152,3254,1.12,37,33
63903539,S. En F. Wiepking T.h.o.d.n. Herbergier Tiel Vof,4001MC,2020,32,13.6,14,15,21.43,6,28,2.94,0,14,4.15,25160,606880,0.43,14,32,13.79,4,29,13.79,4,29,6.9,2,29,6,3,0,0,27.21,4,54.41,7,11.03,2,0,0,0,0,0,0,0,0,7.35,1,0.89,14,4.63,184,3976,1.31,42,32
64109186,Herbergier Han & Katja,7061CM,2019,28,193.82,194,198,10.71,3,28,0,0,194,0,0,626532,6.92,194,28,100,3,3,100,3,3,33.33,1,3,2,1,0,0,19.69,38,31.47,61,13.41,26,0.28,1,0,0,0,0,25.8,50,9.29,18,0.98,194,7.87,2525,32095,0.61,17,28
64109186,Herbergier Han & Katja,7061CM,2020,28,193.82,194,198,10.71,3,28,1.09,2,194,0,0,626532,6.92,194,28,100,3,3,100,3,3,33.33,1,3,2,1,0,0,19.69,38,31.47,61,13.41,26,0.28,1,0,0,0,0,25.8,50,9.29,18,0.98,194,8.56,2747,32095,1.46,41,28
64109186,Herbergier Han & Katja,7061CM,2021,28,17,17,17,7.14,2,28,0,0,17,0,0,626500,0.61,17,28,100,3,3,100,3,3,33.33,1,3,2,2,0,0,11.76,2,52.94,9,2.94,1,0,0,0,0,0,0,26.47,5,5.88,1,1,17,9.97,3200,32095,1.96,55,28
64149978,V.o.f. Herbergier Boxtel,5281JG,2019,30,18.7,19,16,23.33,7,30,NA,NA,NA,NA,NA,NA,0.62,19,30,14.29,4,28,17.86,5,28,3.57,1,28,5,6,10.7,2,18.72,4,53.48,10,4.17,1,8.56,2,0,0,0,0,0,0,3.53,1,1.14,19,9.72,453,4660,0.63,19,30
64149978,V.o.f. Herbergier Boxtel,5281JG,2020,31,17.9,18,17,45.16,14,31,0,0,18,0.1,671,671973,0.58,18,31,11.54,3,26,11.54,3,26,0,0,26,2,3,17.88,3,15.08,3,44.69,8,3.91,1,7.26,1,0,0,0,0,0,0,11.17,2,1.05,18,1.16,389,33508,0.58,18,31
64149978,V.o.f. Herbergier Boxtel,5281JG,2021,25,17.5,18,17,36,9,25,1.6,0,18,0.24,1640,679201,0.7,18,25,0,0,28,14.29,4,28,0,0,28,2,2,17.14,3,34.29,6,32,6,5.09,1,6.86,1,0,0,0,0,0,0,4.57,1,1.03,18,5.36,1728,32221,1.12,28,25
64210758,Zorghuys Steenbergen B.v.,4651LM,2019,15,10,10,15,13.33,2,15,NA,NA,NA,NA,NA,NA,0.67,10,15,6.67,1,15,6.67,1,15,0,0,15,3,3,0,0,0,0,50,5,40,4,10,1,0,0,0,0,0,0,0,0,0.66,10,3.83,14,366,0.4,6,15
64210758,Zorghuys Steenbergen B.v.,4651LM,2020,18,12.64,13,15,25,5,20,0,0,13,0,0,720000,0.7,13,18,17.65,3,17,17.65,3,17,5.88,1,17,3,3,0,0,11.95,2,31.65,4,22.07,3,0,0,0,0,0,0,26.42,3,7.91,1,0.84,13,2.73,7,256,0.67,12,18
64210758,Zorghuys Steenbergen B.v.,4651LM,2021,18,12.64,13,15,22.22,4,18,NA,NA,NA,NA,NA,NA,0.7,13,18,0,0,18,NA,NA,NA,NA,NA,NA,3,3,0,0,15.82,2,63.61,8,20.57,3,0,0,0,0,0,0,0,0,0,0,0.84,13,2.73,7,256,0.67,12,18
64459942,Berckendael Zorgvilla B.v.,2651CA,2020,26,19.5,20,26,76.92,20,26,15.38,3,20,16.47,140000,850000,0.75,20,26,23.08,6,26,15.38,4,26,7.69,2,26,3,1,22.05,4,20,4,46.67,9,8.72,2,2.56,1,0,0,0,0,0,0,0,0,0.75,20,3.2,160,5005,1.04,27,26
64459942,Berckendael Zorgvilla B.v.,2651CA,2021,28,20.69,21,25,28.57,8,28,2.9,1,21,3.27,32000,980000,0.74,21,28,14.29,4,28,14.29,4,28,3.57,1,28,2,1,15.32,3,11.26,2,63.75,13,4.25,1,1.59,0,0,0,0,0,0,0,3.77,1,0.83,21,3.56,140,3935,1.25,35,28
64462129,Jacobahof Oostvoorne B.v.,3233AH,2019,26,15.33,15,20,15.38,4,26,0,0,15,NA,NA,NA,0.59,15,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,18.33,3,4.11,1,65.88,10,2.22,0,0.33,0,6.52,1,0,0,0,0,2.61,0,0.77,15,1.78,70,3935,0.58,15,26
64462129,Jacobahof Oostvoorne B.v.,3233AH,2020,26,15.33,15,20,15.38,4,26,0,0,15,NA,NA,NA,0.59,15,26,7.69,2,26,7.69,2,26,7.69,2,26,2,3,18.33,3,3.98,1,65.88,10,2.02,0,3.26,1,6.52,1,0,0,0,0,0,0,0.77,15,3.56,140,3935,1.04,27,26
64462129,Jacobahof Oostvoorne B.v.,3233AH,2021,28,16.2,16,20,14.29,4,28,0,0,16,0,0,850000,0.58,16,28,14.81,4,27,7.41,2,27,3.7,1,27,2,3,15.43,3,4.94,1,67.9,11,1.85,0,3.7,1,6.17,1,0,0,0,0,0,0,0.81,16,3.61,142,3935,1.04,29,28
64642488,Herbergier Delft,2628RV,2019,31,18.96,19,20,19.35,6,31,NA,NA,NA,NA,NA,NA,0.61,19,31,6.25,2,32,15.63,5,32,3.13,1,32,9,5,19.62,4,25.63,5,23.73,5,7.65,1,0,0,0,0,0,0,2.64,1,20.73,4,0.95,19,1.37,485,35493,0.74,23,31
64642488,Herbergier Delft,2628RV,2020,29,17.75,18,19,10.34,3,29,NA,NA,NA,NA,NA,NA,0.61,18,29,3.57,1,28,7.14,2,28,10.71,3,28,6,6,12.17,2,21.35,4,25.97,5,14.37,3,0,0,0,0,0,0,2.82,1,23.27,4,0.93,18,8.13,464,5710,0.72,21,29
64642488,Herbergier Delft,2628RV,2021,25,17,17,21,12,3,25,0,0,17,0,0,605496,0.68,17,25,11.54,3,26,11.54,3,26,23.08,6,26,9,6,9.18,2,28.65,5,29.18,5,9.18,2,0,0,5.24,1,0,0,2.94,1,15.65,3,0.81,17,5.9,261,4424,0.8,20,25
64705293,Martha Flora Bavel B.v.,1075HM,2019,46,26.43,26,23,26.09,12,46,2.12,1,26,3.36,48517,1442018,0.57,26,46,53.01,22,42,40.96,17,42,0,0,42,5,1,45.82,12,5.07,1,36.06,10,10.1,3,2.95,1,0,0,0,0,0,0,0,0,1.14,26,2.12,147,6927,0.43,20,46
64705293,Martha Flora Bavel B.v.,1075HM,2020,41,26.67,27,23,29.27,12,41,2.06,1,27,2.86,45523,1591662,0.65,27,41,19.28,8,42,12.05,5,42,0,0,42,0,0,6.34,2,42.82,11,37.91,10,10.01,3,2.92,1,0,0,0,0,0,0,0,0,1.16,27,2.46,179,7286,0.85,35,41
64705293,Martha Flora Bavel B.v.,1075HM,2021,46,28.27,28,22,13.04,6,46,3.18,1,28,5.13,86772,1690412,0.61,28,46,19.57,9,46,6.52,3,46,0,0,46,0,0,5.98,2,37.42,11,35.37,10,13.76,4,2.76,1,0,0,0,0,0,0,4.7,1,1.26,28,1.24,100,8077,0.2,9,46
64749304,Martha Flora Rotterdam B.v.,1075HM,2019,36,10.62,11,6,47.22,17,36,12.43,1,11,16.18,82378,508996,0.3,11,36,0,0,18,33.33,6,18,11.11,2,18,0,0,29.47,3,3.77,0,59.42,6,7.34,1,0,0,0,0,0,0,0,0,0,0,1.72,11,1.76,38,2159,0.22,8,36
64749304,Martha Flora Rotterdam B.v.,1075HM,2020,46,24.06,24,15,36.96,17,46,5.61,1,24,10.69,103587,968644,0.52,24,46,63.92,31,49,10.31,5,49,2.06,1,49,1,0,14.8,4,44.56,11,31.88,8,8.77,2,0,0,0,0,0,0,0,0,0,0,1.57,24,3.29,152,4620,0.41,19,46
64749304,Martha Flora Rotterdam B.v.,1075HM,2021,57,33.66,34,25,68.42,39,57,9.42,3,34,15.73,278872,1772756,0.59,34,57,54.39,31,57,33.33,19,57,1.75,1,57,3,0,24.09,8,41.27,14,27.72,9,6.92,2,0,0,0,0,0,0,0,0,0,0,1.32,34,7.39,631,8537,1.07,61,57
64795942,Tomarwonen Oudenbosch B.v.,4731TZ,2021,28,18.54,19,14,11.54,3,26,2.7,1,19,2.69,26702,993476,0.66,19,28,31.37,8,26,31.37,8,26,7.84,2,26,4,2,0,0,37.65,7,42.83,8,0,0,0,0,0,0,0,0,19.53,4,0,0,1.32,19,8.08,556,6880,1.5,42,28
64992284,Stichting Rijnwaal Zorggroep,6680AA,2019,405,170.6,171,202,12.95,43,332,2.1,4,171,6.34,485706,7657611,0.42,171,405,20.92,68,325,16.62,54,325,3.38,11,325,40,283,13.36,23,14.78,25,38.29,65,5.76,10,0.05,0,0,0,0,0,20.94,36,6.82,12,0.84,171,3.96,5859,147825,0.81,328,405
64992284,Stichting Rijnwaal Zorggroep,6681WP,2020,469,201.92,202,204,34.92,132,378,1.94,4,202,5.81,523392,9011800,0.43,202,469,23.22,85,366,16.39,60,366,1.91,7,366,52,260,10.72,22,13.27,27,39.85,80,5.52,11,0.12,0,0.22,0,0,0,23.17,47,7.13,14,0.99,202,5.71,4200,73609,1.22,574,469
64992284,Stichting Rijnwaal Zorggroep,6691CX,2021,493,211.56,212,236,37.85,243,642,2.22,5,212,5.17,517080,10004195,0.43,212,493,21.39,80,374,20.32,76,374,5.08,19,374,90,369,10.27,22,13.64,29,32.66,69,10.56,22,0.43,1,0.42,1,0,0,24.03,51,7.99,17,0.9,212,7.25,4570,63075,0.85,419,493
65042662,Stichting Patyna,8602JX,2019,1857,1088.01,1088,958,12.17,226,1857,0.55,6,1088,0.76,396000,52215451,0.59,1088,1857,31.42,955,3040,17.63,536,3040,3.39,103,3040,257,2500,8.78,96,15.44,168,55.23,601,8.84,96,0.12,1,1.82,20,5.76,63,0.69,7,3.33,36,1.14,1088,6.71,43070,642035,1.03,1912,1857
65042662,Stichting Patyna,8602JX,2020,1949,1228.31,1228,988,12.72,248,1949,0.44,5,1228,0.64,375972,58592461,0.63,1228,1949,18.11,536,2960,18.72,554,2960,3.61,107,2960,329,2300,14.04,172,17.49,215,49.23,605,9.6,118,0.08,1,1.76,22,4.21,52,0.72,9,2.87,35,1.24,1228,7.06,130,1841,1.07,2085,1949
65042662,Stichting Patyna,8602JX,2021,1974,1196.99,1197,975,13.63,269,1974,1,12,1197,1.03,644378,62540033,0.61,1197,1974,23.34,658,2820,29.12,821,2820,3.97,112,2820,159,1435,12.78,153,17.83,213,50.9,609,10.76,129,0.07,1,2.13,26,3.98,48,0.68,8,0.86,10,1.23,1197,9.19,155,1686,0.98,1938,1974
65199618,Samenthuis Samen Verder B.v.,5707GD,2020,22,14.2,14,16,31.82,7,22,9.86,1,14,17.68,130267,736862,0.65,14,22,37.21,8,22,32.56,7,22,9.3,2,22,1,5,0,0,15.49,2,48.59,7,6.34,1,4.93,1,7.04,1,0,0,8.45,1,9.15,1,0.88,14,2.27,72,3175,0.64,14,22
65199618,Samenthuis Samen Verder B.v.,5707GD,2021,25,13.4,13,15,32,8,25,14.33,2,13,25.16,1757,6983,0.54,13,25,43.48,10,23,26.09,6,23,0,0,23,2,5,0,0,15.67,2,61.94,8,0,0,13.43,2,0,0,0,0,8.96,1,0,0,0.89,13,5.12,182,3553,1.12,28,25
65268172,De Pastorie Zorg B.v.,5735EA,2019,47,24.14,24,22,24,12,50,0.83,0,24,1.28,15393,1203650,0.51,24,47,19.78,9,46,2.2,1,46,2.2,1,46,8,14,0,0,21.54,5,45.77,11,2.53,1,1.82,0,0,0,0,0,2.4,1,5.1,1,1.08,24,2.71,205,7560,0.68,32,47
65268172,De Pastorie Zorg B.v.,5735EA,2020,54,25.35,25,20,24.07,13,54,0.28,0,25,0.45,5230,1168659,0.47,25,54,22.68,11,49,12.37,6,49,2.06,1,49,5,16,0,0,27.26,7,45.29,11,2.6,1,1.78,0,0,0,0,0,0,0,0,0,1.26,25,5.91,650,11004,0.96,52,54
65268172,De Pastorie Zorg B.v.,5735EA,2021,44,21.4,21,22,36.96,17,46,10.19,2,21,0.76,10953,1436859,0.49,21,44,38.96,15,39,15.58,6,39,2.6,1,39,11,16,8.22,2,30.7,7,54.53,12,2.85,1,3.64,1,0,0,0,0,0,0,0,0,0.98,21,2.79,320,11484,1.07,47,44
65376412,September Zevenaar B.v.,2281CX,2019,279,167.8,168,192,53.76,150,279,2.38,4,168,6.57,563313,8569527,0.6,168,279,66.33,198,299,31.49,94,299,NA,NA,NA,20,3,26.1,44,31.53,53,13.89,23,8.58,14,0,0,0,0,0,0,19.9,33,0,0,0.87,168,6.84,2686,39265,1.13,316,279
65376838,September Witmarsum B.v.,2281CX,2019,279,167.8,168,197,53.76,150,279,2.38,4,168,2.45,563313,23000000,NA,NA,NA,66.33,198,299,31.49,94,299,NA,NA,NA,20,3,26.1,44,31.53,53,13.89,23,8.58,14,0,0,0,0,0,0,19.9,33,0,0,0.85,168,6.84,2686,39265,1.13,316,279
65384490,Eminent Wonen & Zorg,7261AN,2019,52,33.68,34,24,25,12,48,0,0,34,NA,NA,NA,0.65,34,52,32.56,14,43,9.3,4,43,4.65,2,43,19,1,17.07,6,0,0,39.79,13,7.69,3,0,0,5.43,2,0,0,3.77,1,22.09,7,1.38,34,3.55,266,7496,0.46,24,52
65384490,Eminent Wonen & Zorg,7261AN,2020,65,35.35,35,32,15.38,10,65,1.27,0,35,3.71,67673,1826026,0.54,35,65,67.77,41,61,24.79,15,61,9.92,6,61,19,0,15.53,5,3.37,1,46.76,17,9.02,3,0,0,1.41,1,0,0,17.82,6,6.08,2,1.09,35,4.93,633,12839,0.77,50,65
65384490,Eminent Wonen & Zorg,7261AN,2021,91,44.87,45,41,22.22,16,72,2.9,1,45,3.2,72942,2279783,0.49,45,91,28.57,18,63,19.05,12,63,1.59,1,63,27,2,17.32,8,1.74,1,43.15,19,9.07,4,0,0,3.66,2,0,0,6.13,3,18.94,9,1.09,45,3.42,463,13530,0.62,56,91
65495276,Ben Oude Nijhuis,3042CL,2019,42,41.57,42,31,9.52,4,42,14.43,6,42,16.44,342000,2080000,0.99,42,42,11.9,5,42,11.9,5,42,0,0,42,2,10,23.26,10,18.19,8,29.66,12,3.85,2,0,0,0,0,0,0,0,0,4.81,2,1.16,36,NA,NA,NA,1,42,42
65495276,Ben Oude Nijhuis,3042CL,2020,42,41.57,42,31,9.52,4,42,14.43,6,42,16.44,342000,2080000,0.99,42,42,11.9,5,42,11.9,5,42,0,0,42,2,10,23.26,10,18.19,8,29.66,12,3.85,2,0,0,0,0,0,0,0,0,4.81,2,1.36,42,NA,NA,NA,1,42,42
65744845,Ter Wal Woonzorg B.v.,4664PB,2019,33,18,18,23,17.86,5,28,0,0,18,0,0,1233924,0.55,18,33,12.31,4,33,9.23,3,33,9.23,3,33,4,10,13.33,2,10,2,40.56,7,17.22,3,0,0,0,0,0,0,18.89,3,0,0,0.79,18,0.64,214,33696,0.61,20,33
65744845,Ter Wal Woonzorg B.v.,4664PB,2020,33,23.88,24,17,15.15,5,33,0.34,0,24,0.63,6935,1102580,0.72,24,33,9.09,3,33,6.06,2,33,6.06,2,33,8,8,15.7,4,12.35,3,38.44,9,20.1,5,1.59,0,0,0,0,0,11.81,3,0,0,1.42,24,3.68,235,6379,0.06,2,33
65744845,Ter Wal Woonzorg B.v.,4664PB,2021,32,17.5,18,23,6.25,2,32,1.71,0,18,2.5,25000,1000000,0.55,18,32,12.31,4,33,15.38,5,33,3.08,1,33,3,5,17.14,3,12.57,2,54.86,10,12.57,2,0,0,2.86,1,0,0,0,0,0,0,0.76,18,5.34,100,1872,0.13,4,32
66036623,Martha Flora Twello B.v.,1075HM,2019,57,25.62,26,18,40.35,23,57,7.03,2,26,15.43,142747,925157,0.45,26,57,48.42,23,48,23.16,11,48,0,0,48,2,4,39.5,10,3.47,1,43.6,11,13.43,3,0,0,0,0,0,0,0,0,0,0,1.39,26,6.56,302,4607,0.81,46,57
66036623,Martha Flora Twello B.v.,1075HM,2020,38,22.44,22,18,60.53,23,38,1.56,0,22,1.77,26605,1507123,0.59,22,38,46.15,18,39,46.15,18,39,0,0,39,0,4,4.19,1,38.01,9,37.39,8,17.83,4,0,0,0,0,0,0,0,0,2.58,1,1.22,22,9.65,718,7441,0.76,29,38
66036623,Martha Flora Twello B.v.,1075HM,2021,39,24.86,25,18,30.77,12,39,8.05,2,25,12.21,179016,1465931,0.64,25,39,17.95,7,39,17.95,7,39,0,0,39,2,3,3.78,1,41.47,10,34.63,9,20.11,5,0,0,0,0,0,0,0,0,0,0,1.39,25,9.67,648,6702,0.64,25,39
66357438,De Amanshoeve Zorg B.v.,7636PL,2019,24,12.95,13,18,52,13,25,0,0,13,0.69,5540,797434,0.54,13,24,25.53,6,24,12.77,3,24,12.77,3,24,2,4,0,0,34.36,4,39.46,5,17.14,2,0,0,0,0,0,0,0,0,9.03,1,0.73,13,1.67,77,4613,0.71,17,24
66357438,De Amanshoeve Zorg B.v.,7636PL,2020,33,21.9,22,21,65,26,40,0.23,0,22,0.37,4104,1108729,0.66,22,33,51.52,17,33,9.09,3,33,9.09,3,33,3,4,5.07,1,26.12,6,43.84,10,13.88,3,0,0,0,0,0,0,1.14,0,9.95,2,1.06,22,4.35,253,5820,0.67,22,33
66357438,De Amanshoeve Zorg B.v.,7636PL,2021,44,42.55,43,30,67.35,33,49,1.39,1,43,2.21,38332,1735619,0.97,43,44,48.28,21,44,25.29,11,44,6.9,3,44,11,4,4.84,2,30.04,13,26.75,11,10.51,4,12.08,5,0,0,0,0,0,0,12.31,5,1.44,43,6.93,4094,59048,1.23,54,44
66358264,Avondrust B.v.,4043MA,2019,27,12.65,13,14,21.43,6,28,NA,NA,NA,NA,NA,NA,0.47,13,27,4.44,1,23,4.44,1,23,0,0,23,3,23,11.78,1,36.36,5,20.4,3,7.04,1,0.47,0,0,0,0,0,0,0,16.92,2,0.91,13,1.37,58,4238,0.67,18,27
66358264,Avondrust B.v.,4043MA,2020,29,14.11,14,14,34.48,10,29,NA,NA,NA,NA,NA,NA,0.49,14,29,14.81,4,27,7.41,2,27,11.11,3,27,4,30,13.39,2,23.81,3,35.36,5,5.03,1,6.66,1,0,0,0,0,0,0,15.73,2,1.01,14,8.79,382,4344,0.76,22,29
66374812,Crataegus Zorg B.v.,4849BL,2019,11,4,4,5,0,0,11,0,0,4,0,0,148054,0.36,4,11,27.27,3,11,27.27,3,11,0,0,11,1,6,0,0,0,0,26.25,1,38.75,2,25,1,0,0,0,0,10,0,0,0,0.76,4,2.12,31,1460,0.82,9,11
66374812,Crataegus Zorg B.v.,4849BL,2020,13,6,6,8,0,0,13,8.33,1,6,6.01,36863,612904,0.46,6,13,25,3,12,8.33,1,12,0,0,12,1,7,0,0,15,1,40,2,30,2,8.33,1,0,0,0,0,6.67,0,0,0,0.78,6,5.71,125,2190,1.62,21,13
66374812,Crataegus Zorg B.v.,4849BL,2021,14,6.3,6,9,0,0,14,7.94,1,6,11.51,38795,337075,0.45,6,14,14.81,2,14,7.41,1,14,0,0,14,1,7,0,0,4.76,0,50.79,3,30.16,2,7.94,1,0,0,0,0,6.35,0,0,0,0.72,6,4,892,22300,0.79,11,14
66402530,Vwe Zorg B.v. (Verzorgd Wonen In Exloo),7875AD,2019,30,17.37,17,26,42.42,14,33,0.58,0,17,0.43,3836,901212,0.58,17,30,29.51,9,31,16.39,5,31,0,0,31,2,4,15.43,3,29.3,5,37.19,6,10.07,2,0,0,0,0,0,0,4.32,1,3.68,1,0.66,17,5.14,277,5387,1.27,38,30
66402530,Vwe Zorg B.v. (Verzorgd Wonen In Exloo),7875AD,2020,33,17.39,17,13,42.42,14,33,NA,NA,NA,0.37,3726,1010218,0.53,17,33,15.38,5,33,24.62,8,33,3.08,1,33,28,8,19.9,3,31.28,5,33.47,6,10.24,2,0,0,0,0,0,0,0,0,5.12,1,1.3,17,10.14,586,5781,1.55,51,33
66402530,Vwe Zorg B.v. (Verzorgd Wonen In Exloo),7875AD,2021,36,20.95,21,15,55.56,20,36,2.2,0,21,2.77,30586,1102774,0.58,21,36,37.68,13,35,17.39,6,35,2.9,1,35,1,8,13.75,3,25.73,5,35.08,7,7.16,2,0,0,0,0,0,0,12.32,3,4.77,1,1.39,21,12.03,586,4870,1.17,42,36
66715911,J.r. En I.m. Makkenze,2871DS,2019,25,15.11,15,16,24,6,25,0,0,15,NA,NA,NA,0.6,15,25,25.53,6,24,21.28,5,24,4.26,1,24,3,4,0,0,8.8,1,42.36,6,4.37,1,0,0,0,0,0,0,44.34,7,0,0,0.94,15,3.25,128,3943,1.08,27,25
66715911,J.r. En I.m. Makkenze,2871DS,2020,25,15,15,16,20,5,25,0,0,15,0,0,35000,0.6,15,25,25.53,6,24,21.28,5,24,4.26,1,24,0,4,0,0,6.67,1,40,6,6.67,1,0,0,0,0,0,0,40,6,6.67,1,0.94,15,2.99,118,3943,1,25,25
66715911,J.r. En I.m. Makkenze,2871DS,2021,25,14.11,14,16,12,3,25,0,0,14,0,0,35000,0.56,14,25,21.28,5,24,21.28,5,24,0,0,24,2,2,0,0,9.21,1,43.23,6,4.96,1,0,0,0,0,0,0,37.92,5,3.54,1,0.88,14,2.99,118,3943,1,25,25
66809711,Hazo Zorg B.v.,7415CR,2019,35,22.68,23,25,37.14,13,35,2.47,1,23,0.68,6470,949109,0.65,23,35,27.27,9,33,24.24,8,33,9.09,3,33,6,3,0,0,18.69,4,43.3,10,8.82,2,0,0,0,0,0,0,29.19,7,0,0,0.91,23,3.39,164,4840,1.14,40,35
66809711,Hazo Zorg B.v.,7415CR,2020,38,23.91,24,21,27.78,10,36,1.38,0,24,1.02,8270,808481,0.63,24,38,21.33,8,38,18.67,7,38,5.33,2,38,12,2,0,0,18.19,4,32.12,8,22.84,5,0,0,0,0,0,0,26.85,6,0,0,1.14,24,2.3,119,5182,0.92,35,38
66809711,Hazo Zorg B.v.,7415CR,2021,37,24.46,24,20,12.12,4,33,0,0,24,NA,NA,NA,0.66,24,37,5.88,2,34,11.76,4,34,2.94,1,34,14,4,0,0,14.15,3,34.59,8,23.67,6,0,0,0,0,0,0,27.6,7,0,0,1.22,24,0.82,49,5976,0.81,30,37
66853494,Kloek Zorg B.v.,2408GX,2021,64,48,48,56,57.69,30,52,37.44,18,48,50.3,1183975,2354000,0.75,48,64,33.57,24,72,15.38,11,72,2.8,2,72,17,0,3.96,2,26.04,13,18.96,9,7.71,4,2.08,1,0,0,0,0,15,7,0,0,0.86,48,6.77,1652,24405,1.41,90,64
66875358,Huize Hebe B.v.,3703JP,2019,14,7.05,7,8,57.14,8,14,2.84,0,7,3.5,16103,460000,0.5,7,14,21.43,3,14,42.86,6,14,7.14,1,14,1,2,14.18,1,14.18,1,28.37,2,0,0,14.18,1,0,0,0,0,14.18,1,14.89,1,0.83,7,5.75,15,261,1.07,15,14
66875358,Huize Hebe B.v.,3703JP,2020,14,7.3,7,8,42.86,6,14,2.74,0,7,3.23,15319,475000,0.52,7,14,35.71,5,14,35.71,5,14,7.14,1,14,2,2,2.74,0,16.44,1,0,0,43.84,3,17.81,1,0,0,0,0,16.44,1,2.74,0,0.86,7,2.19,40,1827,0.57,8,14
